bs_rep	Class	X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19
75	Neutre	283612	85442	49532	36088	28708	23254	19121	15937	13361	11596	10078	8409	7144	5965	5156	4366	4131	3606	3501
75	SW	363984	107750	62072	44543	35090	28545	23393	19411	16290	14602	11931	9914	8638	7138	6373	5364	4896	4452	4130
75	WS	258403	80338	46742	33699	27193	21754	18173	15122	13108	11354	9455	7915	6815	5926	5102	4634	3923	3733	3557
76	Neutre	283839	85521	49610	36425	28493	23564	19363	16067	13536	11408	10056	8369	7307	5917	5235	4555	4069	3702	3661
76	SW	362588	107912	61950	45294	34817	28423	23434	19429	16497	14517	11795	10005	8528	7209	6264	5345	4892	4368	4285
76	WS	256800	79818	46871	34329	27094	22190	18331	15093	12855	11382	9611	8004	6955	5876	5184	4418	3925	3699	3687
77	Neutre	284853	85420	49582	36368	28648	23501	18931	16003	13478	11443	10022	8398	7093	5940	5245	4539	4019	3693	3639
77	SW	363070	108022	61540	44643	34894	28655	23195	19518	16522	14571	11814	9732	8451	7125	6223	5412	4891	4422	4312
77	WS	257863	80296	46934	34215	26810	22134	17836	15034	12887	11269	9709	7728	6871	5913	5194	4622	3955	3662	3651
78	Neutre	284454	85957	49914	36318	28651	22844	19399	16208	13378	11763	10164	8332	7356	5945	5287	4467	4052	3674	3665
78	SW	363194	107153	61543	44849	34691	28778	23212	19629	16360	14501	12035	9879	8435	7272	6520	5347	4948	4324	4292
78	WS	257070	79915	46729	34090	27336	21943	17896	15136	13120	11278	9559	7974	6990	5747	5228	4521	3929	3640	3537
79	Neutre	284621	86206	49311	36124	28399	23032	18978	16362	13344	11731	9939	8192	7313	5963	5245	4528	4013	3560	3678
79	SW	362993	106713	62056	44671	34929	28769	23254	19313	16482	14372	11976	10110	8564	7124	6296	5327	4845	4373	4308
79	WS	259010	80080	46356	33891	27489	21955	18067	14982	13088	11326	9510	8047	6905	5976	5079	4541	3840	3732	3689
80	Neutre	284417	85676	50107	36106	28587	22943	19205	16139	13521	11731	9941	8355	7183	6006	5190	4539	4169	3636	3696
80	SW	361821	107445	61919	44772	34811	28721	23554	19343	16586	14491	12097	10007	8658	7279	6200	5406	4924	4340	4253
80	WS	257768	80563	46322	34244	27104	21924	18251	15130	13103	11251	9484	8075	6887	5884	5068	4497	3896	3639	3623
81	Neutre	283521	85383	49471	36070	28366	23348	19111	15989	13368	11484	10191	8222	7412	5977	5287	4522	3998	3724	3457
81	SW	363059	107586	62413	44504	35115	28836	23188	19571	16473	14738	11985	9789	8642	7131	6184	5499	4840	4234	4192
81	WS	258587	80220	46507	34022	27442	21919	18117	15058	12901	11322	9676	7970	6806	5812	5058	4614	4001	3640	3769
82	Neutre	284137	85650	49273	36255	28522	23589	19198	16019	13633	11637	10196	8301	7284	5898	5135	4529	3992	3680	3579
82	SW	363436	107465	61710	44933	34872	28546	23640	19513	16573	14618	11820	9885	8643	7010	6287	5382	4857	4348	4230
82	WS	257624	79678	46635	34227	27113	22387	17928	15231	12977	11280	9508	7992	6932	5893	5107	4543	3812	3707	3614
83	Neutre	283788	85504	49859	35995	28497	23178	19105	16019	13399	11611	10046	8188	7262	5825	5295	4523	4092	3767	3692
83	SW	364561	107566	61325	44633	34886	28256	23233	19414	16544	14431	11969	9868	8530	7151	6276	5406	4920	4400	4369
83	WS	257597	79775	46675	34318	26882	22136	18113	15329	13018	11457	9646	7966	7036	5940	5159	4512	3938	3743	3665
84	Neutre	284481	85753	49645	36068	28612	23300	19087	15946	13248	11470	10202	8364	7355	6003	5239	4598	4056	3561	3622
84	SW	362994	108049	61761	44722	35012	28528	22958	19517	16400	14554	11910	9645	8492	7239	6435	5317	4991	4524	4195
84	WS	257931	80081	46658	34066	27093	22221	18107	15250	12830	11305	9432	7917	6844	5816	5200	4490	3926	3654	3587
85	Neutre	284197	85598	49414	36005	28639	23454	19065	16197	13543	11515	10056	8392	7216	5887	5194	4525	4213	3638	3597
85	SW	363455	107547	61747	44958	35007	28603	23263	19234	16513	14535	11986	9934	8617	7141	6185	5503	4857	4339	4057
85	WS	258223	80220	46595	33610	27098	22341	18209	15054	12898	11431	9496	7906	6876	5943	5107	4677	3836	3735	3529
86	Neutre	284039	86008	49771	36099	28572	23566	19020	15980	13556	11541	10226	8211	7317	6025	5260	4422	3914	3683	3624
86	SW	362860	107652	61875	44664	34842	28677	23510	19675	16438	14420	12068	9859	8548	7235	6278	5401	4896	4346	4221
86	WS	257676	80004	46651	33942	27296	22137	17914	15200	13026	11221	9541	7828	6943	5935	5190	4553	3804	3664	3510
87	Neutre	283901	85936	49609	36276	28496	23362	19147	15959	13391	11543	10111	8291	7325	5923	5328	4597	4089	3679	3590
87	SW	363730	107291	61541	44617	34863	28190	23479	19425	16510	14476	11936	9876	8642	7210	6268	5351	4919	4372	4305
87	WS	258027	79558	46733	34106	27627	21825	17883	14983	13134	11236	9573	7872	6946	5854	5238	4745	3934	3660	3652
88	Neutre	284188	85898	49377	36338	28717	23316	19160	16193	13424	11379	10061	8281	7275	6048	5190	4516	4090	3757	3532
88	SW	362987	107579	61786	44659	34540	28408	23115	19400	16542	14551	12028	9850	8667	7083	6289	5587	4884	4251	4290
88	WS	258424	80264	46547	34051	27187	22111	18078	14985	13177	11301	9490	7952	6977	5749	5073	4519	3941	3726	3716
89	Neutre	284257	85282	49739	36189	28787	23322	19173	16097	13768	11516	9927	8402	7385	6072	5218	4517	3990	3596	3721
89	SW	362938	107808	61564	44933	34965	28564	23303	19244	16525	14710	11976	9910	8407	7184	6493	5506	5069	4386	4203
89	WS	257898	80038	46349	34030	26991	22123	18011	14939	13046	11419	9561	7820	6981	5842	5109	4562	3908	3563	3655
90	Neutre	284024	85670	49437	36367	28781	23332	19167	15791	13510	11450	9986	8234	7433	6006	5089	4527	4139	3645	3561
90	SW	363863	108134	61779	44966	35068	28657	23258	19315	16519	14467	11916	9823	8652	7103	6346	5416	4786	4285	4239
90	WS	258015	79438	46514	34096	26966	21904	17873	15204	13011	11402	9515	7900	6764	6004	5259	4565	4013	3540	3535
91	Neutre	284511	85962	50062	36409	28125	23054	19170	15878	13390	11387	9992	8474	7373	6036	5241	4448	4054	3690	3550
91	SW	363552	107921	61578	44761	34633	28873	23226	19355	16586	14396	11895	10041	8729	7119	6333	5496	4698	4260	4256
91	WS	257346	80444	46809	34190	27024	21907	17915	14861	13167	11183	9504	7811	6916	5802	5188	4613	3965	3653	3620
92	Neutre	283746	85550	49832	36121	28460	23308	19308	16278	13388	11488	10168	8383	7197	5793	5236	4554	4004	3748	3652
92	SW	362861	107689	61669	44840	34828	28321	23684	19482	16492	14222	12069	9752	8702	7160	6310	5445	4890	4308	4296
92	WS	257206	80343	46931	34034	27290	21874	18087	15319	13175	11399	9556	8136	6971	5910	5168	4668	3873	3587	3677
93	Neutre	284123	85606	49501	36094	28551	23417	19167	15972	13480	11554	10054	8289	7345	5903	5268	4503	4074	3675	3568
93	SW	362691	107575	61799	44688	35003	28627	23274	19470	16451	14516	12112	9701	8697	7266	6257	5561	4851	4269	4285
93	WS	257286	80924	47143	34149	27196	21956	18182	15141	13172	11285	9341	7942	6925	5836	5190	4626	3893	3644	3654
94	Neutre	283986	86020	49345	36224	28876	23308	19224	15920	13444	11662	10220	8373	7200	5977	5160	4496	4179	3724	3563
94	SW	362959	107385	61786	44886	35081	28751	23571	19422	16491	14562	12009	9815	8734	7096	6323	5383	4908	4297	4172
94	WS	257581	80242	46765	34059	27345	21820	17824	15059	13014	11122	9501	8045	6953	5771	5130	4423	3969	3665	3619
95	Neutre	284374	85328	49901	36424	28452	23421	19164	16328	13305	11289	9982	8255	7261	6131	5127	4548	4084	3844	3622
95	SW	362730	107538	62068	44831	35063	28739	23547	19513	16323	14460	12060	9920	8649	7378	6291	5388	4760	4484	4245
95	WS	256947	79914	46966	33985	27275	22160	17842	15188	13012	11136	9480	8002	6906	5874	5114	4527	4024	3764	3605
96	Neutre	283748	85453	49812	36241	28659	23418	19175	16083	13256	11654	10129	8339	7140	5843	5296	4440	4226	3650	3463
96	SW	363451	107365	62038	44538	35235	28792	23428	19403	16642	14510	11919	9987	8525	7235	6317	5389	4943	4268	4259
96	WS	258017	79631	47017	34178	26838	21941	18024	14835	13147	11401	9603	7940	6841	5937	4943	4540	3868	3643	3568
97	Neutre	284752	85534	49573	36206	28642	23462	19175	16136	13485	11471	9909	8334	7143	6004	5182	4387	4060	3612	3650
97	SW	362924	107459	61854	44769	34813	28676	23262	19551	16324	14616	11807	9971	8672	7093	6377	5459	4931	4489	4253
97	WS	257690	80409	46481	34192	27103	22008	18002	15104	12934	11542	9456	7856	6884	5997	5141	4582	3917	3637	3600
98	Neutre	283521	85577	49623	36111	28662	23212	19300	16051	13289	11533	10166	8344	7361	6050	5344	4443	4151	3647	3643
98	SW	361686	108185	61989	44738	35011	28418	23112	19520	16506	14408	11913	9851	8658	7215	6274	5418	4942	4388	4215
98	WS	258445	80819	46507	34298	27205	22249	18025	15126	12958	11301	9579	7936	6872	5743	5111	4533	4021	3659	3695
99	Neutre	284231	85519	49728	36346	28452	23297	18990	16076	13377	11393	10055	8435	7159	6019	5223	4625	4012	3710	3618
99	SW	362644	107556	61635	44698	34984	28570	23170	19549	16560	14499	12088	9783	8675	7088	6217	5315	4932	4392	4325
99	WS	257576	80078	46979	34157	27217	22151	18013	15316	13104	11291	9589	8036	6934	5850	5190	4680	3943	3716	3685
100	Neutre	284408	85934	49876	36362	28431	22968	19343	15960	13382	11479	10035	8226	7269	5920	5296	4538	4083	3638	3597
100	SW	362919	107118	61654	44863	35402	28684	23273	19532	16540	14338	11833	9997	8567	7303	6418	5464	4884	4346	4387
100	WS	257788	79596	46752	34108	27269	22101	18050	14999	13121	11186	9565	7899	7021	5927	5068	4568	4008	3581	3573
101	Neutre	284441	85913	49046	36217	28712	23045	19038	15903	13530	11561	10370	8344	7410	6048	5183	4574	4099	3694	3556
101	SW	363166	107666	61790	44533	34650	28540	23240	19530	16426	14373	11982	9770	8296	7148	6462	5486	4813	4415	4218
101	WS	258324	80117	46707	33967	27160	21943	17900	15238	13098	11171	9535	8070	6968	5850	5073	4541	4054	3628	3702
102	Neutre	284527	85627	49362	36243	28725	23842	19023	16069	13464	11572	10332	8318	7165	5973	5145	4460	4068	3751	3707
102	SW	362754	107336	61800	44474	34697	28585	23333	19478	16375	14556	11991	9938	8573	7271	6166	5412	4981	4357	4330
102	WS	258193	80342	46643	33967	27037	21980	17972	15273	12933	11322	9443	7813	6975	5793	5064	4533	3916	3612	3741
103	Neutre	284166	85667	49563	36001	28818	23233	19099	15803	13343	11417	10029	8167	7369	5921	5253	4502	4117	3666	3552
103	SW	363324	107025	61957	44957	34945	28778	23482	19341	16533	14492	12039	9937	8513	7038	6427	5509	4889	4408	4338
103	WS	257692	80248	46643	34148	27243	22120	17923	15236	12845	11300	9673	7923	6992	5893	5091	4724	3839	3674	3580
104	Neutre	285001	85780	49908	35723	28635	23289	19171	16078	13517	11329	10060	8457	7288	5937	5293	4509	4042	3711	3653
104	SW	363628	106949	61576	44491	35015	28522	23353	19260	16512	14488	12010	9864	8594	7171	6095	5480	4958	4413	4304
104	WS	257640	80366	46474	34151	27360	21757	17986	15159	13179	11453	9539	7954	6953	5804	5083	4549	3857	3655	3542
105	Neutre	284427	85325	49745	36313	28269	23031	19136	16007	13272	11450	10207	8259	7304	5873	5195	4605	4047	3648	3665
105	SW	363356	108017	61606	44614	35093	28719	23229	19560	16612	14547	11742	9992	8450	7179	6304	5425	4935	4209	4204
105	WS	258642	80263	46877	34124	26981	21935	17990	14949	12970	11087	9577	7797	6753	5917	5026	4611	3932	3718	3705
106	Neutre	284245	85848	49799	36096	28668	23353	19209	15997	13686	11782	10070	8423	7310	6020	5315	4625	4139	3606	3671
106	SW	363841	107534	61736	44634	34610	28619	23415	19398	16412	14514	11967	9703	8418	7235	6336	5307	4819	4342	4135
106	WS	257545	80587	46385	33903	27442	21966	17852	15006	12997	11199	9352	7783	6834	5963	5075	4503	3916	3718	3608
107	Neutre	284180	85681	49906	36209	29032	22990	19290	16010	13600	11382	10059	8367	7221	5817	5202	4499	4031	3705	3738
107	SW	362302	107176	62312	44736	34898	28488	23232	19723	16457	14362	12015	9955	8560	7136	6313	5592	4870	4347	4238
107	WS	257382	80334	46594	34228	27572	21876	18073	15160	13136	11478	9435	7885	6961	5755	5020	4670	3905	3698	3607
108	Neutre	284632	86137	50001	36005	28417	23224	19149	15778	13354	11573	10153	8519	7362	5994	5180	4456	4102	3612	3752
108	SW	362648	107409	61645	44768	34743	28815	23309	19226	16408	14456	12156	10012	8486	7041	6526	5446	4841	4348	4220
108	WS	257882	80292	46528	34123	27054	22183	18116	15100	12925	11465	9486	7737	6840	5778	5147	4556	4047	3748	3615
109	Neutre	283380	85988	49688	36426	28379	23426	19268	15760	13434	11476	10132	8302	7324	5944	5270	4530	4109	3731	3572
109	SW	362448	107041	61701	45101	35302	28460	23437	19313	16313	14516	11942	9845	8621	7258	6280	5396	4859	4177	4230
109	WS	258103	80657	46728	33999	27546	22105	18222	15182	13058	11352	9347	8023	6820	5967	4990	4657	3889	3627	3596
110	Neutre	284096	85628	49555	36160	28511	23299	19094	15854	13289	11578	10144	8162	7265	6011	5146	4474	4029	3656	3650
110	SW	363533	107756	61687	44965	34768	28348	23399	19611	16444	14866	11892	9939	8685	7128	6366	5509	4916	4363	4248
110	WS	257659	80394	46967	33788	27176	21988	18090	15181	12833	11071	9650	8092	6807	5764	5247	4605	3858	3617	3748
111	Neutre	284738	85742	49815	36124	28589	23463	19032	15999	13367	11582	10117	8367	7265	5858	5176	4460	3958	3667	3581
111	SW	362015	107556	61727	44838	35037	28579	23658	19217	16542	14421	12035	10099	8626	7075	6320	5291	4865	4403	4305
111	WS	257463	80193	46305	34232	27313	22188	17899	15100	13068	11460	9588	7851	7255	5951	5117	4553	3864	3675	3726
112	Neutre	284469	85420	49224	36187	28827	23120	19240	15930	13618	11520	10098	8189	7475	5946	5136	4636	4086	3789	3607
112	SW	363209	107861	61774	44764	35020	28417	23349	19231	16396	14577	12053	9745	8642	7081	6188	5566	4804	4425	4174
112	WS	257880	80116	46688	34054	27168	21917	17869	15244	13079	11376	9517	7941	6956	5933	5052	4661	3883	3553	3713
113	Neutre	283628	85631	49687	36065	28579	23314	19213	16163	13724	11581	10100	8356	7356	5920	5304	4585	4028	3684	3662
113	SW	362311	108318	61812	44342	34786	28870	23051	19392	16566	14363	12034	9946	8784	7067	6323	5405	4869	4444	4178
113	WS	258765	79768	46498	34102	27350	21954	17795	15109	12942	11238	9501	7893	6995	5826	5126	4678	3923	3640	3623
114	Neutre	284275	85545	49750	36215	28796	23367	18899	15922	13465	11498	9881	8282	7317	5935	5365	4508	4117	3778	3699
114	SW	362896	107510	61898	44578	35077	28705	23375	19608	16750	14360	11846	9851	8541	7268	6258	5497	4821	4512	4206
114	WS	257432	79924	46893	33987	27475	21841	17866	15195	13004	11271	9665	8114	6996	5875	5057	4561	3830	3674	3600
115	Neutre	284248	86198	49466	36065	28496	23355	19226	15821	13096	11537	10008	8403	7264	5931	5235	4566	4052	3638	3569
115	SW	363585	107429	62237	44436	34879	28747	23259	19480	16324	14405	12124	9856	8440	7153	6185	5445	4855	4283	4236
115	WS	257311	80369	47002	34451	27320	22050	18136	15103	12885	11204	9698	7900	6915	5727	5066	4646	3888	3672	3680
116	Neutre	284866	85673	49664	36093	28641	23309	18917	16052	13303	11553	10171	8473	7304	6019	5258	4525	4122	3546	3580
116	SW	363162	107247	62291	44935	34946	28449	23292	19619	16579	14391	12152	9940	8630	7132	6310	5434	4953	4333	4234
116	WS	256667	80246	46388	33940	27587	22109	17835	15221	13100	11326	9600	7890	6800	5908	5061	4528	3861	3765	3687
117	Neutre	284096	86331	49587	36389	28811	23060	19117	16018	13444	11497	10211	8240	7297	5962	5213	4510	3892	3695	3615
117	SW	362492	107195	61662	44686	35061	28659	23482	19607	16666	14410	11976	9783	8554	7072	6262	5423	4903	4355	4231
117	WS	257823	80091	46466	34263	27254	22070	18033	15149	13129	11337	9522	7868	6899	5935	5165	4601	3991	3596	3647
118	Neutre	285300	85715	49456	36141	28470	23310	19320	16068	13461	11387	10034	8177	7253	6092	5299	4431	4072	3661	3567
118	SW	362476	107711	61676	44917	34743	28590	23373	19494	16480	14782	11922	9969	8608	7227	6273	5530	4929	4411	4200
118	WS	257127	79984	46469	34120	27244	21941	18130	15071	13068	11419	9599	7900	6962	5729	5270	4577	3995	3713	3670
119	Neutre	284530	85352	49951	35654	28606	23248	19039	16005	13442	11513	10171	8297	7470	6048	5262	4491	3997	3589	3622
119	SW	363612	107492	61833	44706	34743	28653	23189	19494	16181	14597	11881	10078	8635	7146	6555	5503	4768	4406	4170
119	WS	257744	79924	46570	34112	27266	21853	17989	15175	13029	11288	9669	7778	7074	6010	5018	4562	3891	3702	3737
120	Neutre	283536	86273	49439	36362	28659	23447	19325	16160	13646	11659	10032	8223	7354	5971	5114	4569	4176	3719	3646
120	SW	362908	106795	62090	44814	35390	28645	23434	19422	16574	14293	11936	9958	8727	7238	6137	5328	4860	4351	4111
120	WS	257746	80221	46583	34290	27100	21759	17814	14939	12995	11394	9672	7892	7078	5836	5141	4582	3861	3640	3645
121	Neutre	283733	85597	49643	36369	28562	23309	19253	15952	13387	11490	9979	8353	7260	5995	5187	4523	4124	3653	3723
121	SW	363927	107922	61437	44096	34914	28462	23318	19536	16681	14382	11732	10058	8565	7164	6318	5461	4774	4478	4281
121	WS	257950	80279	46814	34189	27315	22040	17791	14998	12984	11189	9622	7937	6829	5869	5059	4611	3919	3735	3628
122	Neutre	283774	85260	50214	36340	28694	23107	19096	15954	13530	11651	9944	8422	7252	5972	5086	4374	4142	3675	3633
122	SW	363744	107685	61541	44679	35023	28699	23498	19318	16470	14598	11860	9688	8712	7316	6244	5363	4867	4384	4303
122	WS	257538	79883	46724	33866	27448	21913	17977	15376	12889	11121	9518	7925	6910	5881	5227	4650	3824	3659	3716
123	Neutre	284013	85606	49655	36423	28398	23429	19347	16083	13537	11516	10122	8167	7187	6038	5131	4586	4178	3673	3731
123	SW	362403	107792	61789	44715	35082	28674	23204	19581	16495	14708	12108	9890	8666	7190	6282	5448	4967	4359	4209
123	WS	257678	80418	46388	33855	27301	21777	17853	15128	13074	11286	9670	7813	6995	5791	5122	4582	3976	3523	3654
124	Neutre	285224	86094	49516	36344	28830	23235	19022	16063	13402	11654	10286	8396	7235	5855	5077	4473	3998	3714	3639
124	SW	361999	108174	62171	44872	34888	28528	23378	19396	16179	14404	11887	9912	8551	7183	6260	5517	4918	4436	4213
124	WS	257203	80031	46534	33816	27353	21995	18092	15033	12875	11326	9608	8048	6917	5849	5047	4566	3893	3649	3726
125	Neutre	284657	85751	49465	35995	28412	23465	19008	15845	13504	11411	10247	8367	7275	5892	5265	4526	4019	3630	3529
125	SW	364378	107942	61897	44737	34437	28649	23206	19472	16765	14516	12038	10028	8276	7107	6276	5328	4848	4355	4161
125	WS	256994	79747	46723	34257	27325	22060	18011	15274	12997	11226	9375	7828	7038	5908	5160	4481	4022	3630	3676
126	Neutre	283781	85415	49576	36215	28562	23350	19112	16080	13808	11554	10091	8307	7220	5970	5253	4435	4015	3658	3610
126	SW	363784	107348	61856	44918	34913	28694	23199	19383	16587	14384	11966	9654	8677	7208	6266	5433	4863	4227	4244
126	WS	257907	79946	47069	33931	27401	22287	17969	14952	12706	11393	9518	7859	6844	5843	5165	4698	3934	3655	3613
127	Neutre	284475	85922	49811	36014	28568	23294	19174	16277	13426	11512	10109	8327	7284	6048	5275	4504	4199	3771	3550
127	SW	362339	107629	62168	44771	34786	28624	23353	19518	16505	14521	11997	10004	8561	7188	6232	5415	4794	4483	4274
127	WS	257331	80009	46701	33750	27118	22062	18102	15091	13113	11266	9545	8051	6940	5913	5153	4479	3964	3689	3618
128	Neutre	285004	85554	49819	36296	28302	23215	19050	16139	13577	11291	10062	8368	7430	5949	5333	4454	4203	3674	3667
128	SW	362630	107208	61477	45045	34607	28637	23194	19494	16592	14511	12114	9788	8566	7238	6159	5521	4953	4375	4226
128	WS	257902	80769	46448	34267	27102	21864	18097	15021	13067	11182	9498	7825	6882	5737	5129	4705	3907	3716	3653
129	Neutre	283888	85448	49384	36326	28589	23412	19155	15956	13389	11573	10072	8301	7316	6041	5362	4516	4054	3763	3642
129	SW	362838	107698	62083	44828	34955	28536	23453	19383	16567	14466	11941	9879	8583	7072	6295	5437	4801	4401	4172
129	WS	258298	79999	46531	34586	27285	22056	17759	15025	13187	11299	9433	8067	6883	5914	5152	4496	3792	3636	3621
130	Neutre	284639	85837	49208	36115	28546	23120	19274	16103	13506	11542	9942	8148	7167	5929	5227	4435	4020	3637	3627
130	SW	362742	107358	61576	45091	34781	28784	23260	19351	16485	14667	12023	9956	8565	7021	6413	5524	4905	4345	4241
